                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.018,                0.72844,                 1.0688,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00055538,             0.00055538,             0.00055538
                      2,                0.97137,                0.48376,                 1.0509,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0010011,              0.0010011,              0.0010011
                      3,                0.94097,                0.44861,                 1.0311,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0013367,              0.0013367,              0.0013367
                      4,                0.90226,                0.41901,                 1.0179,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0011719,              0.0011719,              0.0011719
                      5,                0.88237,                0.39598,                  1.012,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0011719,              0.0011719,              0.0011719
                      6,                0.86441,                0.37757,                0.99725,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0010069,              0.0010069,              0.0010069
                      7,                0.84034,                0.36125,                0.98478,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00084184,             0.00084184,             0.00084184
                      8,                0.82343,                0.34219,                0.97849,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0006768,              0.0006768,              0.0006768
                      9,                0.80531,                0.32645,                0.97221,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00051177,             0.00051177,             0.00051177
                     10,                0.78717,                0.30791,                0.96469,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00034674,             0.00034674,             0.00034674
